HIGH|reconcile/pagerank.go:103|Integer overflow risk in outWeight accumulation|Use int64 for outWeight|maintainability|10|w += c where c is int|bruce
LOW|reconcile/pagerank.go:106|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:108|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:110|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:112|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:114|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:116|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:118|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:120|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:122|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:124|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:126|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:128|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:130|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:132|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:134|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:136|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:138|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:140|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:142|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:144|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:146|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:148|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:150|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:152|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:154|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:156|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:158|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:160|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:162|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:164|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:166|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:168|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:170|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:172|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:174|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:176|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:178|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:180|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:182|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:184|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:186|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:188|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank.go:190|Inconsistent comment style|Use // for single line comments|maintainability|2|/* ... */ style in constants|bruce
LOW|reconcile/pagerank_test.go:12|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:14|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:16|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:18|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:20|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:22|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:24|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:26|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:28|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:30|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:32|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:34|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:36|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:38|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:40|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:42|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:44|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:46|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:48|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:50|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:52|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:54|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:56|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:58|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:60|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:62|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:64|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:66|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:68|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:70|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:72|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:74|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:76|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:78|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:80|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:82|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:84|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:86|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:88|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:90|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:92|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:94|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:96|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:98|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:100|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:102|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:104|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:106|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:108|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:110|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:112|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:114|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:116|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:118|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:120|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:122|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:124|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:126|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:128|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:130|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:132|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:134|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:136|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:138|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:140|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:142|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:144|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:146|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:148|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:150|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:152|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:154|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:156|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:158|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:160|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:162|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:164|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:166|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:168|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:170|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:172|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:174|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:176|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:178|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:180|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:182|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:184|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:186|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:188|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:190|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:192|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:194|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:196|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:198|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:200|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:202|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:204|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:206|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:208|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:210|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:212|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:214|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:216|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:218|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:220|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:222|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:224|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:226|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:228|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:230|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:232|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:234|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:236|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:238|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:240|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:242|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:244|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:246|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:248|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:250|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:252|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:254|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:256|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:258|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:260|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:262|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:264|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:266|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:268|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:270|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:272|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:274|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:276|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:278|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:280|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:282|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:284|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:286|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:288|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:290|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:292|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:294|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:296|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:298|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:300|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:302|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:304|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:306|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:308|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:310|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:312|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
LOW|reconcile/pagerank_test.go:314|Inconsistent test naming|Use TableDrivenTests|maintainability|5|Test name too long|bruce
